Description,Origin School,Destination School,Course #,Title,Enrollments
2023 Fall,FAS,MIT,MIT 6    .2220,,1
2023 Fall,FAS,MIT,MIT 11    .433,,1
2023 Fall,FAS,MIT,MIT 12    .843,,1
2023 Fall,FAS,MIT,MIT 8    .513,,1
2023 Fall,FAS,MIT,MIT 16    .857,,1
2023 Fall,FAS,MIT,MIT 9    .01,,1
2023 Fall,FAS,MIT,MIT 16    .995,,1
2023 Fall,FAS,MIT,MIT 9    .014,,1
2023 Fall,FAS,MIT,MIT 6    .4110,,1
2023 Fall,FAS,MIT,MIT 9    .19,,1
2023 Fall,FAS,MIT,MIT 6    .4120,,1
2023 Fall,FAS,MIT,MIT 9    .36,,1
2023 Fall,FAS,MIT,MIT 14    .131,,1
2023 Fall,FAS,MIT,MIT 9    .401,,1
2023 Fall,FAS,MIT,MIT 6    .4400,,1
2023 Fall,FAS,MIT,MIT 15    .535,,1
2023 Fall,FAS,MIT,MIT 6    .4570,,1
2023 Fall,FAS,MIT,MIT 2    .160,,1
2023 Fall,FAS,MIT,MIT 6    .4822,,1
2023 Fall,FAS,MIT,MIT 2    .678,,1
2023 Fall,FAS,MIT,MIT 17    .46,,1
2023 Fall,FAS,MIT,MIT 9    .720,,1
2023 Fall,FAS,MIT,MIT 6    .5620,,1
2023 Fall,FAS,MIT,MIT 15    .562,,1
2023 Fall,FAS,MIT,MIT 15    .394,,1
2023 Fall,FAS,MIT,MIT CMS    .307,,1
2023 Fall,FAS,MIT,MIT 10    .677,,1
2023 Fall,FAS,MIT,MIT 2    .740,,1
2023 Fall,FAS,MIT,MIT 6    .5820,,1
2023 Fall,FAS,MIT,MIT 20    .363,,1
2023 Fall,FAS,MIT,MIT 6    .5831,,1
2023 Fall,FAS,MIT,MIT CMS    .S97,,1
2023 Fall,FAS,MIT,MIT 6    .5900,,1
2023 Fall,FAS,MIT,MIT EC    .750,,1
2023 Fall,FAS,MIT,MIT 17    .S950,,1
2023 Fall,FAS,MIT,MIT HST    .161,,1
2023 Fall,FAS,MIT,MIT 18    .02,,1
2023 Fall,FAS,MIT,MIT HST    .504,,1
2023 Fall,FAS,MIT,MIT 6    .6020,,1
2023 Fall,FAS,MIT,MIT 20    .405,,1
2023 Fall,FAS,MIT,MIT 6    .6300,,1
2023 Fall,FAS,MIT,MIT IDS    .960,,1
2023 Fall,FAS,MIT,MIT 11    .409,,1
2023 Fall,FAS,MIT,MIT MS    .101,,1
2023 Fall,FAS,MIT,MIT 15    .402,,1
2023 Fall,FAS,MIT,MIT 21A    .301,,1
2023 Fall,FAS,MIT,MIT 6    .7201,,1
2023 Fall,FAS,MIT,MIT NS    .21,,1
2023 Fall,FAS,MIT,MIT 6    .7410,,1
2023 Fall,FAS,MIT,MIT STS    .001,,1
2023 Fall,FAS,MIT,MIT 6    .7700,,1
2023 Fall,FAS,MIT,MIT STS    .065,,1
2023 Fall,FAS,MIT,MIT 18    .155,,1
2023 Fall,FAS,MIT,MIT 21A    .929,,1
2023 Fall,FAS,MIT,MIT 15    .4311,,1
2023 Fall,FAS,MIT,MIT WGS    .222,,1
2023 Fall,FAS,MIT,MIT 15    .433,,1
2023 Fall,FAS,MIT,MIT 21G    .101,,1
2023 Fall,FAS,MIT,MIT 11    .422,,1
2023 Fall,FAS,MIT,MIT 18    .435,,1
2023 Fall,FAS,MIT,MIT 24    .805,,1
2023 Fall,FAS,HGSE,EDU    S815Y,,50
2023 Fall,FAS,HGSE,EDU    S800,,24
2023 Fall,FAS,HGSE,EDU    S504,,19
2023 Fall,FAS,HGSE,EDU    S527,,17
2023 Fall,FAS,HGSE,EDU    S052,,13
2023 Fall,FAS,HGSE,EDU    S040,,11
2023 Fall,FAS,HGSE,EDU    S598,,8
2023 Fall,FAS,HGSE,EDU    S401A,,8
2023 Fall,FAS,HGSE,EDU    H875Y,,7
2023 Fall,FAS,HGSE,EDU    S805Y,,6
2023 Fall,FAS,HGSE,EDU    S515,,5
2023 Fall,FAS,HGSE,EDU    H509YA,,5
2023 Fall,FAS,HGSE,EDU    S582,,4
2023 Fall,FAS,HGSE,EDU    A362,,4
2023 Fall,FAS,HGSE,EDU    A235,,3
2023 Fall,FAS,HGSE,EDU    A012,,3
2023 Fall,FAS,HGSE,EDU    A145,,3
2023 Fall,FAS,HGSE,EDU    A150A,,3
2023 Fall,FAS,HGSE,EDU    T002,,3
2023 Fall,FAS,HGSE,EDU    T004,,2
2023 Fall,FAS,HGSE,EDU    A729,,2
2023 Fall,FAS,HGSE,EDU    A811B5,,2
2023 Fall,FAS,HGSE,EDU    S012,,2
2023 Fall,FAS,HGSE,EDU    AH125,,2
2023 Fall,FAS,HGSE,EDU    H128,,2
2023 Fall,FAS,HGSE,EDU    H811F,,2
2023 Fall,FAS,HGSE,EDU    A148,,2
2023 Fall,FAS,HGSE,EDU    S501Y,,2
2023 Fall,FAS,HGSE,EDU    H618,,2
2023 Fall,FAS,HGSE,EDU    T418,,1
2023 Fall,FAS,HGSE,EDU    H813M,,1
2023 Fall,FAS,HGSE,EDU    A011D,,1
2023 Fall,FAS,HGSE,EDU    A014,,1
2023 Fall,FAS,HGSE,EDU    HT820,,1
2023 Fall,FAS,HGSE,EDU    S121,,1
2023 Fall,FAS,HGSE,EDU    A843,,1
2023 Fall,FAS,HGSE,EDU    A608,,1
2023 Fall,FAS,HGSE,EDU    A027,,1
2023 Fall,FAS,HGSE,EDU    H205,,1
2023 Fall,FAS,HGSE,EDU    A801,,1
2023 Fall,FAS,HGSE,EDU    H213,,1
2023 Fall,FAS,HGSE,EDU    A337,,1
2023 Fall,FAS,HGSE,EDU    A722,,1
2023 Fall,FAS,HGSE,EDU    T554,,1
2023 Fall,FAS,HGSE,EDU    H612,,1
2023 Fall,FAS,HGSE,HDE 101,,1
2023 Fall,FAS,HGSE,EDU    H622,,1
2023 Fall,FAS,HKS,SUP 940Y,,15
2023 Fall,FAS,HKS,IGA 677,,13
2023 Fall,FAS,HKS,API 902,,12
2023 Fall,FAS,HKS,API 901,,10
2023 Fall,FAS,HKS,IGA 355,,9
2023 Fall,FAS,HKS,API 141,,8
2023 Fall,FAS,HKS,DPI 505,,5
2023 Fall,FAS,HKS,DPI 122,,5
2023 Fall,FAS,HKS,MLD 820,,4
2023 Fall,FAS,HKS,DPI 413,,3
2023 Fall,FAS,HKS,IGA 538,,3
2023 Fall,FAS,HKS,MLD 370,,3
2023 Fall,FAS,HKS,DEV 215,,3
2023 Fall,FAS,HKS,DEV 130,,3
2023 Fall,FAS,HKS,IGA 385,,3
2023 Fall,FAS,HKS,MLD 355,,2
2023 Fall,FAS,HKS,SUP 208,,2
2023 Fall,FAS,HKS,DPI 422M,,2
2023 Fall,FAS,HKS,SUP 612,,2
2023 Fall,FAS,HKS,DPI 464,,2
2023 Fall,FAS,HKS,SUP 770,,2
2023 Fall,FAS,HKS,DPI 802M,,2
2023 Fall,FAS,HKS,IGA 518,,2
2023 Fall,FAS,HKS,RAR 179,,2
2023 Fall,FAS,HKS,DPI 376,,2
2023 Fall,FAS,HKS,SUP 578,,2
2023 Fall,FAS,HKS,DPI 640,,2
2023 Fall,FAS,HKS,MLD 304,,2
2023 Fall,FAS,HKS,DPI 325,,2
2023 Fall,FAS,HKS,IGA 402,,2
2023 Fall,FAS,HKS,IGA 237M,,2
2023 Fall,FAS,HKS,RAR 693,,1
2023 Fall,FAS,HKS,MLD 201,,1
2023 Fall,FAS,HKS,IGA 662,,1
2023 Fall,FAS,HKS,BGP 264,,1
2023 Fall,FAS,HKS,DPI 342,,1
2023 Fall,FAS,HKS,MLD 427,,1
2023 Fall,FAS,HKS,DPI 840M,,1
2023 Fall,FAS,HKS,MLD 636,,1
2023 Fall,FAS,HKS,IGA 170,,1
2023 Fall,FAS,HKS,MLD 802M,,1
2023 Fall,FAS,HKS,BGP 235M,,1
2023 Fall,FAS,HKS,DPI 398,,1
2023 Fall,FAS,HKS,BGP 625,,1
2023 Fall,FAS,HBSM,HBSDOC4918,,12
2023 Fall,FAS,HBSM,HBSDOC4110,,9
2023 Fall,FAS,HBSM,HBSDOC4070,,8
2023 Fall,FAS,HBSM,HBSDOC4906,,7
2023 Fall,FAS,HBSM,HBSDOC4118,,7
2023 Fall,FAS,HBSM,HBSDOC4882,,4
2023 Fall,FAS,HBSM,HBSDOC4435,,4
2023 Fall,FAS,HBSM,HBSDOC4428,,3
2023 Fall,FAS,HBSM,HBSDOC4115,,3
2023 Fall,FAS,HBSM,HBSDOC4810,,2
2023 Fall,FAS,HBSM,HBSDOC4909,,2
2023 Fall,FAS,HBSM,HBSDOC4911,,1
2023 Fall,FAS,GSD,SES5326,,10
2023 Fall,FAS,GSD,SES5204,,5
2023 Fall,FAS,GSD,HIS4488,,5
2023 Fall,FAS,GSD,HIS4141,,4
2023 Fall,FAS,GSD,HIS4509,,3
2023 Fall,FAS,GSD,HIS4362,,2
2023 Fall,FAS,GSD,SCI6485,,2
2023 Fall,FAS,GSD,SCI6365,,2
2023 Fall,FAS,GSD,SES5495,,2
2023 Fall,FAS,GSD,HIS4508,,2
2023 Fall,FAS,GSD,SCI6244,,2
2023 Fall,FAS,GSD,VIS2128,,1
2023 Fall,FAS,GSD,SES5347,,1
2023 Fall,FAS,GSD,SES5212,,1
2023 Fall,FAS,GSD,SCI6122,,1
2023 Fall,FAS,GSD,VIS2121,,1
2023 Fall,FAS,GSD,VIS2465,,1
2023 Fall,FAS,GSD,SCI6121,,1
2023 Fall,FAS,GSD,ADV9127,,1
2023 Fall,FAS,GSD,HIS4350,,1
2023 Fall,FAS,GSD,HIS4399,,1
2023 Fall,FAS,GSD,DES3348,,1
2023 Fall,FAS,GSD,SCI6387,,1
2023 Fall,FAS,GSD,VIS2122,,1
2023 Fall,FAS,GSD,HIS4454,,1
2023 Fall,FAS,GSD,VIS2141,,1
2023 Fall,FAS,GSD,DES3241,,1
2023 Fall,FAS,GSD,SES5206,,1
2023 Fall,FAS,GSD,SCI6338,,1
2023 Fall,FAS,HBS,HBSMBA1777,,4
2023 Fall,FAS,HBS,HBSMBA2292,,4
2023 Fall,FAS,HBS,HBSMBA1286,,4
2023 Fall,FAS,HBS,HBSMBA1757,,3
2023 Fall,FAS,HBS,HBSMBA1585,,3
2023 Fall,FAS,HBS,HBSMBA1457,,3
2023 Fall,FAS,HBS,HBSMBA2120,,2
2023 Fall,FAS,HBS,HBSMBA1324,,2
2023 Fall,FAS,HBS,HBSMBA6333,,2
2023 Fall,FAS,HBS,HBSMBA1205,,1
2023 Fall,FAS,HBS,HBSMBA1914,,1
2023 Fall,FAS,HBS,HBSMBA1825,,1
2023 Fall,FAS,HBS,HBSMBA1562,,1
2023 Fall,FAS,HBS,HBSMBA2012,,1
2023 Fall,FAS,HBS,HBSMBA1155,,1
2023 Fall,FAS,HBS,HBSMBA2158,,1
2023 Fall,FAS,HBS,HBSMBA1645,,1
2023 Fall,FAS,HBS,HBSMBA1911,,1
2023 Fall,FAS,HBS,HBSMBA1166,,1
2023 Fall,FAS,HBS,HBSMBA1995,,1
2023 Fall,FAS,HBS,HBSMBA1105,,1
2023 Fall,FAS,HBS,HBSMBA2060,,1
2023 Fall,FAS,HBS,HBSMBA1416,,1
2023 Fall,FAS,HBS,HBSMBA2134,,1
2023 Fall,FAS,HBS,HBSMBA1446,,1
2023 Fall,FAS,HBS,HBSMBA1540,,1
2023 Fall,FAS,HBS,HBSMBA1816,,1
2023 Fall,FAS,HBS,HBSMBA1676,,1
2023 Fall,FAS,HBS,HBSMBA1685,,1
2023 Fall,FAS,HDS,HDS3167,,7
2023 Fall,FAS,HDS,HDS3057,,5
2023 Fall,FAS,HDS,HDS1637,,4
2023 Fall,FAS,HDS,HDS2965,,2
2023 Fall,FAS,HDS,HDS3049,,2
2023 Fall,FAS,HDS,HDS2066,,2
2023 Fall,FAS,HDS,HDS4052,,2
2023 Fall,FAS,HDS,HDS2873,,2
2023 Fall,FAS,HDS,HDS4451,,2
2023 Fall,FAS,HDS,HDS4320,,1
2023 Fall,FAS,HDS,HDS2318,,1
2023 Fall,FAS,HDS,HDS3263,,1
2023 Fall,FAS,HDS,HDS1761,,1
2023 Fall,FAS,HDS,HDS4157,,1
2023 Fall,FAS,HDS,HDS2170,,1
2023 Fall,FAS,HDS,HDS3180,,1
2023 Fall,FAS,HDS,HDS3056,,1
2023 Fall,FAS,HDS,HDS3471,,1
2023 Fall,FAS,HDS,HDS4412,,1
2023 Fall,FAS,HDS,HDS4103,,1
2023 Fall,FAS,HDS,HDS1655,,1
2023 Fall,FAS,HDS,HDS4211,,1
2023 Fall,FAS,HDS,HDS3123,,1
2023 Fall,FAS,HDS,HDS2008,,1
2023 Fall,FAS,HDS,HDS2182,,1
2023 Fall,FAS,HDS,HDS1468,,1
2023 Fall,FAS,HDS,HDS3086,,1
2023 Fall,FAS,HLS,HLS3182,,5
2023 Fall,FAS,HLS,HLS3263,,4
2023 Fall,FAS,HLS,HLS2437,,3
2023 Fall,FAS,HLS,HLS2630,,2
2023 Fall,FAS,HLS,HLS3264,,2
2023 Fall,FAS,HLS,HLS2650,,2
2023 Fall,FAS,HLS,HLS2253,,2
2023 Fall,FAS,HLS,HLS2526,,2
2023 Fall,FAS,HLS,HLS2497,,2
2023 Fall,FAS,HLS,HLS2101,,1
2023 Fall,FAS,HLS,HLS2672,,1
2023 Fall,FAS,HLS,HLS2157,,1
2023 Fall,FAS,HLS,HLS2317,,1
2023 Fall,FAS,HLS,HLS3261,,1
2023 Fall,FAS,HLS,HLS2362,,1
2023 Fall,FAS,HLS,HLS8033,,1
2023 Fall,FAS,HLS,HLS2376,,1
2023 Fall,FAS,HLS,HLS2181,,1
2023 Fall,FAS,HLS,HLS2059,,1
2023 Fall,FAS,HLS,HLS2082,,1
2023 Fall,FAS,HLS,HLS2129,,1
2023 Fall,FAS,HLS,HLS3262,,1
2023 Fall,FAS,HLS,HLS2517,,1
2023 Fall,FAS,HLS,HLS2212,,1
2023 Fall,FAS,HLS,HLS2140,,1
2023 Fall,FAS,HLS,HLS2133,,1
2023 Fall,FAS,HLS,HLS2597,,1
2023 Fall,FAS,HMS,INDP 300,,4
2023 Fall,FAS,HMS,BMI 713,,4
2023 Fall,FAS,HMS,HT  70,,2
2023 Fall,FAS,HMS,BETH 706,,2
2023 Fall,FAS,HMS,BMI 715,,2
2023 Fall,FAS,HMS,HT 175,,1
2023 Fall,FAS,HMS,BETH 724,,1
2023 Fall,FAS,HMS,LN 705A,,1
2023 Fall,FAS,HMS,BETH 718,,1
2023 Fall,FAS,HMS,HT 160,,1
2023 Fall,FAS,HMS,GH 708,,1
2023 Fall,FAS,HSDM,ORB 601,,1
2023 Fall,FAS,FLETCHER,XFLT    D233,,1
2022 Fall,FAS,HSPH,EPI 201,,44
2022 Fall,FAS,HSPH,SBS 506,,44
2022 Fall,FAS,HSPH,EPI 201LAB,,43
2022 Fall,FAS,HSPH,ID 100P,,41
2022 Fall,FAS,HSPH,EPI 300,,34
2022 Fall,FAS,HSPH,EPI 202LAB,,31
2022 Fall,FAS,HSPH,EPI 202,,31
2022 Fall,FAS,HSPH,EPI 350,,22
2022 Fall,FAS,HSPH,NUT 300,,20
2022 Fall,FAS,HSPH,BST 300,,20
2022 Fall,FAS,HSPH,GHP 300,,17
2022 Fall,FAS,HSPH,EPI 507,,16
2022 Fall,FAS,HSPH,EH 350,,16
2022 Fall,FAS,HSPH,BST 222,,16
2022 Fall,FAS,HSPH,EH 300,,15
2022 Fall,FAS,HSPH,HPM 548,,14
2022 Fall,FAS,HSPH,EPI 207LAB,,14
2022 Fall,FAS,HSPH,EPI 247,,14
2022 Fall,FAS,HSPH,SBS 300,,14
2022 Fall,FAS,HSPH,EPI 207,,14
2022 Fall,FAS,HSPH,SBS 507,,13
2022 Fall,FAS,HSPH,BST 312A,,12
2022 Fall,FAS,HSPH,SBS 245,,12
2022 Fall,FAS,HSPH,SBS 980A,,11
2022 Fall,FAS,HSPH,ID 201LAB,,10
2022 Fall,FAS,HSPH,ID 201,,10
2022 Fall,FAS,HSPH,SBS 201,,9
2022 Fall,FAS,HSPH,BST 254,,9
2022 Fall,FAS,HSPH,SBS 201LAB,,9
2022 Fall,FAS,HSPH,SBS 207,,9
2022 Fall,FAS,HSPH,RDS 500,,9
2022 Fall,FAS,HSPH,EH 510,,9
2022 Fall,FAS,HSPH,SBS 350,,9
2022 Fall,FAS,HSPH,BST 260,,9
2022 Fall,FAS,HSPH,BST 267,,8
2022 Fall,FAS,HSPH,RDS 280,,8
2022 Fall,FAS,HSPH,ID 501,,8
2022 Fall,FAS,HSPH,NUT 350,,8
2022 Fall,FAS,HSPH,EPI 519,,8
2022 Fall,FAS,HSPH,EPI 249,,7
2022 Fall,FAS,HSPH,BST 227,,7
2022 Fall,FAS,HSPH,NUT 203,,7
2022 Fall,FAS,HSPH,EPI 221,,6
2022 Fall,FAS,HSPH,GHP 210,,6
2022 Fall,FAS,HSPH,EPI 217,,6
2022 Fall,FAS,HSPH,GHP 350,,5
2022 Fall,FAS,HSPH,NUT 201,,5
2022 Fall,FAS,HSPH,BST 316,,5
2022 Fall,FAS,HSPH,BST 283,,5
2022 Fall,FAS,HSPH,GHP 539,,5
2022 Fall,FAS,HSPH,EPI 224,,4
2022 Fall,FAS,HSPH,GHP 231,,4
2022 Fall,FAS,HSPH,EPI 286,,4
2022 Fall,FAS,HSPH,GHP 220,,4
2022 Fall,FAS,HSPH,EPI 269,,4
2022 Fall,FAS,HSPH,BST 280,,4
2022 Fall,FAS,HSPH,BST 219,,4
2022 Fall,FAS,HSPH,BST 228,,3
2022 Fall,FAS,HSPH,NUT 232,,3
2022 Fall,FAS,HSPH,GHP 525,,3
2022 Fall,FAS,HSPH,BST 262,,3
2022 Fall,FAS,HSPH,EPI 215,,3
2022 Fall,FAS,HSPH,SBS 288,,3
2022 Fall,FAS,HSPH,RDS 284,,3
2022 Fall,FAS,HSPH,GHP 212,,3
2022 Fall,FAS,HSPH,WGH 230,,2
2022 Fall,FAS,HSPH,SBS 521,,2
2022 Fall,FAS,HSPH,SBS 360,,2
2022 Fall,FAS,HSPH,EH 249,,2
2022 Fall,FAS,HSPH,WGH 201,,2
2022 Fall,FAS,HSPH,EPI 219,,2
2022 Fall,FAS,HSPH,EPI 257,,2
2022 Fall,FAS,HSPH,EH 263,,2
2022 Fall,FAS,HSPH,IID 201,,2
2022 Fall,FAS,HSPH,EPI 523,,2
2022 Fall,FAS,HSPH,NUT 200,,2
2022 Fall,FAS,HSPH,GHP 204,,2
2022 Fall,FAS,HSPH,WGH 211,,2
2022 Fall,FAS,HSPH,SBS 299,,2
2022 Fall,FAS,HSPH,ID 269,,2
2022 Fall,FAS,HSPH,SBS 246,,2
2022 Fall,FAS,HSPH,EPI 311,,1
2022 Fall,FAS,HSPH,NUT 218,,1
2022 Fall,FAS,HSPH,EH 241,,1
2022 Fall,FAS,HSPH,HPM 526,,1
2022 Fall,FAS,HSPH,SBS 516,,1
2022 Fall,FAS,HSPH,BST 305,,1
2022 Fall,FAS,HSPH,GHP 400,,1
2022 Fall,FAS,HSPH,ID 537,,1
2022 Fall,FAS,HSPH,DRPH 200,,1
2022 Fall,FAS,HSPH,HPM 552,,1
2022 Fall,FAS,HSPH,BST 273,,1
2022 Fall,FAS,HSPH,SBS 515,,1
2022 Fall,FAS,MIT,MIT 6    .3900,,48
2022 Fall,FAS,MIT,MIT 6    .8610,,40
2022 Fall,FAS,MIT,MIT 15    .501,,23
2022 Fall,FAS,MIT,MIT 6    .7900,,12
2022 Fall,FAS,MIT,MIT 15    .305,,9
2022 Fall,FAS,MIT,MIT 14    .472,,8
2022 Fall,FAS,MIT,MIT 9    .S915,,8
2022 Fall,FAS,MIT,MIT 6    .1210,,7
2022 Fall,FAS,MIT,MIT 9    .660,,6
2022 Fall,FAS,MIT,MIT 8    .372,,6
2022 Fall,FAS,MIT,MIT 15    .402,,6
2022 Fall,FAS,MIT,MIT 6    .4212,,6
2022 Fall,FAS,MIT,MIT 6    .S980,,5
2022 Fall,FAS,MIT,MIT 6    .1040,,5
2022 Fall,FAS,MIT,MIT 16    .853,,5
2022 Fall,FAS,MIT,MIT 14    .771,,5
2022 Fall,FAS,MIT,MIT 15    .539,,5
2022 Fall,FAS,MIT,MIT 16    .851,,5
2022 Fall,FAS,MIT,MIT 18    .100A,,5
2022 Fall,FAS,MIT,MIT 15    .095,,5
2022 Fall,FAS,MIT,MIT 18    .226,,5
2022 Fall,FAS,MIT,MIT HST    .714,,5
2022 Fall,FAS,MIT,MIT 6    .8611,,4
2022 Fall,FAS,MIT,MIT CMS    .865,,4
2022 Fall,FAS,MIT,MIT 6    .1810,,4
2022 Fall,FAS,MIT,MIT 11    .001,,4
2022 Fall,FAS,MIT,MIT 15    .387,,4
2022 Fall,FAS,MIT,MIT 12    .800,,4
2022 Fall,FAS,MIT,MIT 6    .8700,,4
2022 Fall,FAS,MIT,MIT 6    .4400,,4
2022 Fall,FAS,MIT,MIT 6    .7810,,4
2022 Fall,FAS,MIT,MIT 11    .029,,4
2022 Fall,FAS,MIT,MIT 6    .100A,,4
2022 Fall,FAS,MIT,MIT 18    .642,,4
2022 Fall,FAS,MIT,MIT HST    .525,,4
2022 Fall,FAS,MIT,MIT HST    .953,,4
2022 Fall,FAS,MIT,MIT MS    .301,,4
2022 Fall,FAS,MIT,MIT MS    .201,,4
2022 Fall,FAS,MIT,MIT 15    .399,,3
2022 Fall,FAS,MIT,MIT 15    .388,,3
2022 Fall,FAS,MIT,MIT 18    .338,,3
2022 Fall,FAS,MIT,MIT 15    .456,,3
2022 Fall,FAS,MIT,MIT 17    .200,,3
2022 Fall,FAS,MIT,MIT 6    .5830,,3
2022 Fall,FAS,MIT,MIT 12    .625,,3
2022 Fall,FAS,MIT,MIT 6    .6300,,3
2022 Fall,FAS,MIT,MIT 6    .100L,,3
2022 Fall,FAS,MIT,MIT 2    .075,,3
2022 Fall,FAS,MIT,MIT 8    .821,,3
2022 Fall,FAS,MIT,MIT 20    .463,,3
2022 Fall,FAS,MIT,MIT 6    .1220,,3
2022 Fall,FAS,MIT,MIT 6    .8371,,3
2022 Fall,FAS,MIT,MIT HST    .508,,3
2022 Fall,FAS,MIT,MIT 14    .770,,3
2022 Fall,FAS,MIT,MIT 6    .4120,,3
2022 Fall,FAS,MIT,MIT 15    .366,,3
2022 Fall,FAS,MIT,MIT 12    .621,,3
2022 Fall,FAS,MIT,MIT 24    .S96,,3
2022 Fall,FAS,MIT,MIT NS    .31,,3
2022 Fall,FAS,MIT,MIT 4    .677,,2
2022 Fall,FAS,MIT,MIT 7    .32,,2
2022 Fall,FAS,MIT,MIT 6    .1060,,2
2022 Fall,FAS,MIT,MIT 6    .3100,,2
2022 Fall,FAS,MIT,MIT 9    .01,,2
2022 Fall,FAS,MIT,MIT 17    .407,,2
2022 Fall,FAS,MIT,MIT 15    .342,,2
2022 Fall,FAS,MIT,MIT 6    .4100,,2
2022 Fall,FAS,MIT,MIT 15    .071,,2
2022 Fall,FAS,MIT,MIT 6    .4102,,2
2022 Fall,FAS,MIT,MIT 14    .32,,2
2022 Fall,FAS,MIT,MIT 17    .490,,2
2022 Fall,FAS,MIT,MIT NS    .41,,2
2022 Fall,FAS,MIT,MIT 6    .4210,,2
2022 Fall,FAS,MIT,MIT AS    .401,,2
2022 Fall,FAS,MIT,MIT 17    .526,,2
2022 Fall,FAS,MIT,MIT 15    .879,,2
2022 Fall,FAS,MIT,MIT 18    .03,,2
2022 Fall,FAS,MIT,MIT 15    .359,,2
2022 Fall,FAS,MIT,MIT 6    .5210,,2
2022 Fall,FAS,MIT,MIT 24    .906,,2
2022 Fall,FAS,MIT,MIT 12    .S680,,2
2022 Fall,FAS,MIT,MIT 8    .05,,2
2022 Fall,FAS,MIT,MIT 15    .013,,2
2022 Fall,FAS,MIT,MIT 11    .259,,2
2022 Fall,FAS,MIT,MIT 6    .6410,,2
2022 Fall,FAS,MIT,MIT 9    .520,,2
2022 Fall,FAS,MIT,MIT 6    .7200,,2
2022 Fall,FAS,MIT,MIT 9    .S914,,2
2022 Fall,FAS,MIT,MIT 15    .390,,2
2022 Fall,FAS,MIT,MIT AS    .311,,2
2022 Fall,FAS,MIT,MIT 15    .3901,,2
2022 Fall,FAS,MIT,MIT AS    .411,,2
2022 Fall,FAS,MIT,MIT 6    .7910,,2
2022 Fall,FAS,MIT,MIT 15    .562,,2
2022 Fall,FAS,MIT,MIT 6    .8370,,2
2022 Fall,FAS,MIT,MIT HST    .583,,2
2022 Fall,FAS,MIT,MIT 18    .919,,2
2022 Fall,FAS,MIT,MIT 15    .348,,2
2022 Fall,FAS,MIT,MIT 15    .0201,,2
2022 Fall,FAS,MIT,MIT 11    .025,,2
2022 Fall,FAS,MIT,MIT 2    .S972,,2
2022 Fall,FAS,MIT,MIT 4    .140,,2
2022 Fall,FAS,MIT,MIT SCM    .260,,2
2022 Fall,FAS,MIT,MIT 4    .647,,2
2022 Fall,FAS,MIT,MIT STS    .421,,2
2022 Fall,FAS,MIT,MIT 14    .122,,1
2022 Fall,FAS,MIT,MIT 15    .516,,1
2022 Fall,FAS,MIT,MIT 18    .100B,,1
2022 Fall,FAS,MIT,MIT 18    .435,,1
2022 Fall,FAS,MIT,MIT 6    .7950,,1
2022 Fall,FAS,MIT,MIT 1    .125,,1
2022 Fall,FAS,MIT,MIT 17    .S951,,1
2022 Fall,FAS,MIT,MIT 18    .785,,1
2022 Fall,FAS,MIT,MIT 6    .3950,,1
2022 Fall,FAS,MIT,MIT 1    .361,,1
2022 Fall,FAS,MIT,MIT 6    .6500,,1
2022 Fall,FAS,MIT,MIT 18    .965,,1
2022 Fall,FAS,MIT,MIT 6    .9270,,1
2022 Fall,FAS,MIT,MIT 2    .005,,1
2022 Fall,FAS,MIT,MIT 8    .701,,1
2022 Fall,FAS,MIT,MIT 15    .011,,1
2022 Fall,FAS,MIT,MIT CMS    .611,,1
2022 Fall,FAS,MIT,MIT 2    .110,,1
2022 Fall,FAS,MIT,MIT 18    .336,,1
2022 Fall,FAS,MIT,MIT 2    .611,,1
2022 Fall,FAS,MIT,MIT 6    .4110,,1
2022 Fall,FAS,MIT,MIT 2    .652,,1
2022 Fall,FAS,MIT,MIT 6    .5820,,1
2022 Fall,FAS,MIT,MIT 2    .678,,1
2022 Fall,FAS,MIT,MIT 6    .7700,,1
2022 Fall,FAS,MIT,MIT 2    .681,,1
2022 Fall,FAS,MIT,MIT 16    .391,,1
2022 Fall,FAS,MIT,MIT 2    .701,,1
2022 Fall,FAS,MIT,MIT 6    .S965,,1
2022 Fall,FAS,MIT,MIT 2    .71,,1
2022 Fall,FAS,MIT,MIT 8    .03,,1
2022 Fall,FAS,MIT,MIT 2    .74,,1
2022 Fall,FAS,MIT,MIT 17    .486,,1
2022 Fall,FAS,MIT,MIT 2    .740,,1
2022 Fall,FAS,MIT,MIT CMS    .307,,1
2022 Fall,FAS,MIT,MIT 2    .76,,1
2022 Fall,FAS,MIT,MIT HST    .147,,1
2022 Fall,FAS,MIT,MIT 2    .787,,1
2022 Fall,FAS,MIT,MIT 18    .217,,1
2022 Fall,FAS,MIT,MIT 11    .041,,1
2022 Fall,FAS,MIT,MIT 18    .418,,1
2022 Fall,FAS,MIT,MIT 20    .201,,1
2022 Fall,FAS,MIT,MIT 10    .50,,1
2022 Fall,FAS,MIT,MIT 11    .122,,1
2022 Fall,FAS,MIT,MIT 15    .458,,1
2022 Fall,FAS,MIT,MIT 21A    .461,,1
2022 Fall,FAS,MIT,MIT 15    .535,,1
2022 Fall,FAS,MIT,MIT 21A    .819,,1
2022 Fall,FAS,MIT,MIT 15    .561,,1
2022 Fall,FAS,MIT,MIT 21G    .S85,,1
2022 Fall,FAS,MIT,MIT 6    .7300,,1
